,Unnamed: 0,article_link,headline,is_sarcastic
532,532,https://www.theonion.com/cigarette-tax-hike-to-pay-for-iraq-war-1819588187,cigarette tax hike to pay for iraq war,0
533,533,https://www.huffingtonpost.com/entry/b-condoms-to-seek-faa-per_b_5894070.html,b condoms seeking faa permission to test drones for 'homeland security program',1
534,534,https://www.theonion.com/u-n-weapons-inspectors-thoroughly-unimpressed-with-yem-1819572279,u.n. weapons inspectors thoroughly unimpressed with yemeni weapons,0
535,535,https://www.huffingtonpost.com/entry/sciortino-sex-writer_us_5a71f124e4b0ae29f08d3f4c,"my parents know all about my sex life, and it's awkward",0
536,536,https://www.theonion.com/ray-ban-a-little-unsure-public-can-pull-off-2012-series-1819573370,ray-ban a little unsure public can pull off 2012 series of sunglasses,1
537,537,https://www.huffingtonpost.com/entry/mosul-offensive-isis-response_us_5809e9bfe4b02444efa2ae47,islamic state retaliates as iraqi forces push on mosul,0
538,538,https://www.huffingtonpost.com/entry/in-argentina-the-supreme-court-spurs-national-outrage_us_592827f4e4b0d2a92f2f4305,"in argentina, the supreme court spurs national outrage with leniency for a 'dirty war' criminal",0
539,539,https://www.theonion.com/the-case-mr-kerry-give-me-the-case-demands-malays-1819579242,"'the case, mr. kerry, give me the case,' demands malaysian ambassador holding dangling john kerry from petronas towers skybridge",0
540,540,https://politics.theonion.com/bush-orders-iraq-to-disarm-before-start-of-war-1819566787,bush orders iraq to disarm before start of war,1
541,541,https://www.theonion.com/idiot-zoo-animal-with-zero-predators-still-protective-o-1819577912,idiot zoo animal with zero predators still protective of young,1
542,542,https://entertainment.theonion.com/britney-spears-loses-custody-of-child-to-in-touch-magaz-1819568716,britney spears loses custody of child to in touch magazine,1
543,543,https://www.huffingtonpost.com/entry/is-early-reading-a-problem_b_6822274.html,is early reading a problem?,0
544,544,https://www.huffingtonpost.comhttp://pubx.co/kc3bmG,'cupcake burglar' busted thanks to frosting,1
545,545,https://www.huffingtonpost.com/entry/mccain-graham-rex-tillerson_us_5884b428e4b096b4a2325993,"mccain, graham announce support for former exxon mobil ceo rex tillerson",1
546,546,https://local.theonion.com/laptop-gets-to-age-when-it-can-be-lightly-tossed-someti-1819580207,laptop gets to age when it can be lightly tossed sometimes,1
547,547,https://www.theonion.com/area-dad-saw-a-great-show-on-bigfoot-last-night-1819567857,area dad saw a great show on bigfoot last night,1
548,548,https://www.theonion.com/god-refuses-to-grant-any-more-transcendent-near-death-e-1819578507,god refuses to grant any more transcendent near-death experiences to people who crash snowmobiles,1
549,549,https://www.huffingtonpost.com/entry/on-poetry-awards-figures-_b_5668826.html,on poetry awards: figures and questions,0
550,550,https://www.huffingtonpost.com/entry/san-diego-chargers-los-angeles-nfl_us_58770fd3e4b092a6cae5567a,san diego chargers are reportedly moving to los angeles,0
551,551,https://www.huffingtonpost.com/entry/head-in-sand-purists_b_11284016.html,head-in-sand purists,1
552,552,https://local.theonion.com/5-year-old-says-sesame-street-has-sucked-since-2010-1819574212,5-year-old says 'sesame street' has sucked since 2010,1
553,553,https://www.huffingtonpost.comhttp://www.reuters.com/article/us-health-psychiatry-online-idUSKBN1752MP,online therapy necessary to address growing mental health burden,0
554,554,https://www.huffingtonpost.com/entry/marquis-govan-ferguson_n_5857232.html,this 11-year-old perfectly sums up the problems in ferguson,0
555,555,https://www.theonion.com/new-report-finds-humanity-10-years-away-from-something-1819577799,new report finds humanity 10 years away from something called ash age,1
556,556,https://local.theonion.com/huge-animal-jumps-right-fucking-out-in-front-of-area-ma-1819564905,huge animal jumps right fucking out in front of area man,1
557,557,https://local.theonion.com/man-in-elevator-in-on-conversation-now-1819576710,man in elevator in on conversation now,1
558,558,https://www.huffingtonpost.com/entry/hillary-clinton-benghazi_b_5288602.html,clinton can win 45 states,0
559,559,https://www.theonion.com/nelson-mandela-becomes-first-politician-to-be-missed-1819575931,nelson mandela becomes first politician to be missed,0
560,560,https://entertainment.theonion.com/band-dreams-of-one-day-becoming-popular-enough-to-alien-1819577174,band dreams of one day becoming popular enough to alienate early fans,1
561,561,https://www.theonion.com/the-arts-what-were-they-1819586359,the arts: what were they?,0
562,562,https://www.theonion.com/boss-waxes-nostalgic-about-sexual-harassment-suit-1819565475,boss waxes nostalgic about sexual-harassment suit,1
563,563,https://www.huffingtonpost.com/entry/boehner-can-still-leave-a_b_8201476.html,how boehner can 'clean house':  one sentence to prevent government shutdowns forever,0
564,564,https://www.theonion.com/nation-currently-more-sympathetic-to-demise-of-planet-k-1819575156,nation currently more sympathetic to demise of planet krypton than plight of syria,1
565,565,https://www.theonion.com/chicago-announces-new-tax-breaks-to-attract-major-new-y-1820795400,"chicago announces new tax breaks to attract major new york, la shootings",1
566,566,https://local.theonion.com/mom-brings-home-little-plaque-that-says-family-1819579149,mom brings home little plaque that says 'family',1
567,567,https://www.huffingtonpost.com/entry/rohingya-muslims-flee-as-more-than-2600-houses-burned-in-myanmars-rakhine_us_59aaa24ae4b0b5e530feff6d,"rohingya muslims flee as more than 2,600 houses burned in myanmar's rakhine",0
568,568,https://www.huffingtonpost.com/entry/donald-trump-fundraising_us_576957dbe4b099a77b6e4bb2,donald trump sends his very first fundraising email amid campaign money woes,0
569,569,https://www.huffingtonpost.com/entry/i-was-assaulted-on-campus-20-years-ago-and-im-still-carrying-that-weight-_b_6698976.html,"i was assaulted on campus 20 years ago, and i'm still 'carrying that weight'",0
570,570,https://www.huffingtonpost.com/entry/new-numbers-reveal-huge-disparities-in-opioid-prescribing_us_5991a8c4e4b0caa1687a61e6,new numbers reveal huge disparities in opioid prescribing,0
571,571,https://entertainment.theonion.com/report-only-7-band-names-remaining-1819569107,report: only 7 band names remaining,1
572,572,https://www.theonion.com/vital-info-on-iraqi-chemical-weapons-provided-by-u-s-c-1819566792,vital info on iraqi chemical weapons provided by u.s. company that made them,0
573,573,https://www.huffingtonpost.com/entry/annie-mumolo-talks-funny-women-and-possible-bridesmaids-sequel_us_578fd233e4b0bdddc4d2d42c,annie mumolo talks funny women and the possibility of a 'bridesmaids' sequel,0
574,574,https://www.huffingtonpost.com/entry/shark-fin-soup_n_7709276.html,the world's shark population is 'decimated' thanks to this soup,0
575,575,https://www.huffingtonpost.com/entry/jimmy-kimmel-cecil-the-lion_us_55b8c1d3e4b0a13f9d1acf58,jimmy kimmel fights back tears over cecil the lion's death,0
576,576,https://www.theonion.com/report-dad-proud-of-you-he-wont-say-it-but-its-true-1819573579,"report: dad proud of you; he won't say it, but it's true",0
577,577,https://www.huffingtonpost.comhttp://www.cnbc.com/2015/08/21/alzheimers-risk-factors-some-may-be-controllable.html,some alzheimer's risk factors may be controllable,0
578,578,https://www.theonion.com/underwear-worn-out-of-respect-for-the-dead-1819587694,underwear worn out of respect for the dead,1
579,579,https://local.theonion.com/man-who-jumped-motorcycle-onto-hijacked-bullet-train-ne-1819580150,man who jumped motorcycle onto hijacked bullet train never thought he'd see stories like his being told by hollywood,1
580,580,https://www.huffingtonpost.com/entry/oscars-food_us_56d09275e4b03260bf76a5de,"people have an odd craving for pineapple during the oscars, according to data",0
581,581,https://www.huffingtonpost.com/entry/kansas-voter-id_us_58af29b1e4b060480e05ccdb,kansas secretary of state: only obstacle voter id causes may be 'exerting calories',1
582,582,https://www.huffingtonpost.com/entry/chance-the-rapper-grammys-unboxing-daughter_us_59e9c19fe4b05b4f1c3a8371,chance the rapper unboxing his grammys with his daughter is too cute for words,0
583,583,https://www.huffingtonpost.com/entry/trump-wiretap-claim-goose-chase_us_58d1821ce4b0be71dcf8cb12,"trump's wild wiretap goose chase has no end in sight, apparently",1
584,584,https://www.huffingtonpost.com/entry/im-the-crystal-and-so-are_b_5844632.html,i'm the crystal (and so are you): a poem for cold times,0
585,585,https://www.huffingtonpost.com/entry/france-le-pen-populism_us_58fe5590e4b018a9ce5dbe65,france's election is about so much more than just populism,0
586,586,https://local.theonion.com/area-man-carefully-weighs-one-side-of-argument-1819573126,area man carefully weighs one side of argument,1
587,587,https://www.huffingtonpost.com/entry/mlb-player-shows-what-dadlife-is-all-about-with-viral-tweet_us_589d33c3e4b03df370d4f84f,mlb player shows what #dadlife is all about with viral tweet,0
588,588,https://www.theonion.com/ipod-flaunted-1819587241,ipod flaunted,1
589,589,https://www.huffingtonpost.com/entry/the-rca-arista-years-a-conversation-with-laurie_us_57c83445e4b0b9c5b737699f,"the rca & arista years: a conversation with laurie anderson on lou reed, plus roger daltrey presents hernan barangan's teen cancer doc road rebellion",0
590,590,https://www.huffingtonpost.com/entry/dascha-polanco-insecure_us_5972360be4b0e79ec198fb4d,dascha polanco opens up about what makes her insecure,0
591,591,https://www.theonion.com/woman-panics-after-accidentally-getting-into-exact-chan-1819565906,woman panics after accidentally getting into exact-change lane,1
592,592,https://www.theonion.com/michelle-obama-powers-through-another-day-of-doing-half-1819590762,michelle obama powers through another day of doing half-assed jumping jacks in middle school gym,1
593,593,https://www.huffingtonpost.com/entry/7-ways-to-avoid-looking-like-an-idiot-and-enjoy-a-wine_us_57cf493be4b0f831f7060017,7 ways to look like a pro in a wine tasting room,0
594,594,https://www.theonion.com/local-man-gets-cocky-with-ladder-1819567749,local man gets cocky with ladder,1
595,595,https://local.theonion.com/apartment-returns-to-pre-houseguest-level-of-tension-1819573396,apartment returns to pre-houseguest level of tension,1
596,596,https://www.theonion.com/beauty-industry-announces-massive-new-initiative-to-mak-1819576021,beauty industry announces massive new initiative to make women self-conscious about their palms,1
597,597,https://local.theonion.com/report-samanthas-new-haircut-pretty-bad-but-dont-say-1819572628,"report: samantha's new haircut pretty bad, but don't say anything",1
598,598,https://www.huffingtonpost.com/entry/timothy-wind-kidnaps-girl-disney-fairies-website_n_5812890.html,man allegedly kidnaps girl he met on 'disney fairies' website,1
599,599,https://local.theonion.com/man-putting-huge-amount-of-pressure-on-self-to-excel-at-1819573529,man putting huge amount of pressure on self to excel at completely meaningless activity,1
600,600,https://local.theonion.com/cost-cutting-measures-force-company-to-start-hiring-mor-1819577655,cost-cutting measures force company to start hiring more female employees,1
601,601,https://www.huffingtonpost.com/entry/tiny-home-dumpster-jeff-wilson_n_5538249.html,look: the ultimate tiny home is in a dumpster,0
602,602,https://www.huffingtonpost.com/entry/chuck-schumer-donald-trump-taxes_us_590235a4e4b0af6d718ccd55,schumer trolls trump tax plan: you're doing it wrong,0
603,603,https://www.theonion.com/black-community-united-by-love-of-homeboys-in-outer-spa-1819586137,black community united by love of homeboys in outer space episode,0
604,604,https://www.huffingtonpost.com/entry/mitt-romney-campaign-finance_us_560c0eade4b0768127001bd0,mitt romney: 'we've gotta rethink campaign finance',1
605,605,https://www.huffingtonpost.com/entry/the-bachelor-season-21-episode-4-here-to-make-friends-podcast_us_5886cc75e4b0e3a7356b8fa3,"'the bachelor' season 21, episode 4: here to make friends podcast",0
606,606,https://www.huffingtonpost.com/entry/healthy-cooking-gift-guide_n_6279646.html,10 smart gift ideas for the healthiest cook on your list,0
607,607,https://www.huffingtonpost.comhttps://www.facebook.com/HuffPostEntertainment/videos/vb.70072372362/10154084786227363/?type=2&theater,watch live: actor tony hale dishes on the latest season of 'veep',0
608,608,https://www.huffingtonpost.com/entry/not-one-woman-less-protesting-femicide-in-buenos-aires_us_580b4758e4b0b1bd89fdb2e9,not one woman less: protesting femicide in buenos aires,0
609,609,https://www.huffingtonpost.com/entry/michael-phelps-katie-ledecky-rio-olympics_us_57b1d12be4b071840411ef2d,"this time, michael phelps is asking for katie ledecky's autograph",0
610,610,https://www.huffingtonpost.com/entry/busy-philipps-michelle-williams-heath-ledger_us_5a670c63e4b002283006279b,busy philipps consoles michelle williams on 10th anniversary of heath ledger's death,1
611,611,https://www.huffingtonpost.com/entry/5-bittersweet-truths-that-put-life-into-perspective_b_7464626.html,5 bittersweet truths that put life into perspective,0
612,612,https://local.theonion.com/wal-mart-greeter-knows-exactly-how-many-blacks-in-store-1819590266,wal-mart greeter knows exactly how many blacks in store,1
613,613,https://local.theonion.com/85-000-in-fertility-treatments-result-in-miracle-1819591657,"$85,000 in fertility treatments result in miracle",1
614,614,https://www.huffingtonpost.com/entry/consumer-beware-in-biomed_b_5534707.html,consumer beware in biomedical research and women's health,0
615,615,https://www.huffingtonpost.com/entry/broadway-cares-music-video_us_5671ce2be4b0dfd4bcc05d72,broadway stars 'give a little bit' to say thanks this holiday season,0
616,616,https://www.huffingtonpost.com/entry/notre-dame-student-tutor-sex-scandal_us_563bcb17e4b0411d307044be,investigation in notre dame student-tutor sex scandal reveals startling accusations,0
617,617,https://www.huffingtonpost.com/entry/cia-tortures-immeasurable_b_6404530.html,cia torture's immeasurable damage to u.s. global leadership,0
618,618,https://www.huffingtonpost.com/entry/queer-wellness-october-11_us_57fcfc2ae4b0e655eab79f28,new york makes amazing move to cover medical care for trans youth,0
619,619,https://local.theonion.com/oh-god-teacher-arranged-desks-in-giant-circle-1819577697,"oh god, teacher arranged desks in giant circle",1
620,620,https://www.huffingtonpost.com/entry/sexual-harassment-restaurants_n_5948096.html,80 percent of female restaurant workers say they've been harassed by customers,1
621,621,https://www.huffingtonpost.com/entry/northern-california-fire-numbers_us_59dba7bde4b0208970ceb7b0,7 numbers that help put the northern california wildfires into perspective,0
622,622,https://local.theonion.com/documentary-viewer-can-t-wait-to-find-out-which-4-lads-1819577025,documentary viewer can't wait to find out which 4 lads from liverpool changed music forever,1
623,623,https://www.huffingtonpost.com/entry/richard-carmona-fundraising_us_56ec79d9e4b09bf44a9d5ec3,this senate candidate explains how god-awful and life consuming fundraising is,0
624,624,https://www.huffingtonpost.com/entry/modcloth-employees-photo-shoot_n_6697400.html,modcloth goes one step further,0
625,625,https://www.huffingtonpost.com/entry/college-tinder-strategy_us_55ad4e3ae4b0d2ded39fb1c2,college junior shares his strategy for getting the most out of tinder,0
626,626,https://www.theonion.com/new-versus-old-electric-slide-confusion-blamed-in-weddi-1819566627,new-versus-old electric-slide confusion blamed in wedding-reception pileup,1
627,627,https://www.huffingtonpost.com/entry/10-ludicrous-things-republicans-have-actually-said-about-health_us_578f8cdfe4b0f180da63c608,10 ludicrous things republicans have actually said about health,0
628,628,https://www.huffingtonpost.com/entry/open-letter-to-pope-franc_b_5716451.html,open letter to pope francis: help save my vocation,0
629,629,https://www.huffingtonpost.com/entry/did-president-trump-really-say-he-may-have-taped-director_us_59161efde4b0bd90f8e6a520,did president trump really say he may have taped director comey?,0
630,630,https://local.theonion.com/squirrel-who-really-chunked-out-unable-to-look-neighbor-1820219855,squirrel who really chunked out unable to look neighborhood residents in eye,1
631,631,https://www.huffingtonpost.com/entry/best-fall-shoes-to-wear-this-year_us_56059fdce4b0768126fd8357,these are the only 5 shoes you need in your closet this fall,0
632,632,https://www.huffingtonpost.com/entry/west-edmonton-mall-travel_n_6816492.html,this canadian mega-mall is your new vacation spot,0
633,633,https://www.huffingtonpost.com/entry/aroldis-chapman-trade-on-hold_us_5666871ae4b079b2818fe938,aroldis chapman's trade to los angeles dodgers reportedly on hold for domestic violence probe,0
634,634,https://www.theonion.com/kate-middleton-suffering-from-morning-sickness-1819575033,kate middleton suffering from morning sickness,0
635,635,https://www.huffingtonpost.com/entry/california-charter-schools_us_57d81725e4b0aa4b722c723b,the fight to bring transparency to california's charter schools,0
636,636,https://www.huffingtonpost.com/entry/elizabeth-warren-housing-finance_n_5577687.html,warren's mortgage reforms divide progressives,0
637,637,https://www.huffingtonpost.com/entry/best-teen-tweets-of-the-w_10_n_5418309.html,teen tweets of the week!,0
638,638,https://www.huffingtonpost.com/entry/my-abusive-relationship-m_b_5839850.html,my abusive relationship: my metamorphosis,0
639,639,https://www.huffingtonpost.com/entry/nhl-athlete-non-apology_us_5922fcace4b094cdba55ecb0,nhl athlete offers the worst non-apology for a slur in sports history,0
640,640,https://www.huffingtonpost.com/entry/supreme-court-louisiana-abortion_us_56d9fb63e4b0000de404a7a4,supreme court steps in to keep louisiana abortion clinics open,0
641,641,https://www.huffingtonpost.comhttps://www.washingtonpost.com/blogs/plum-line/wp/2016/02/19/marco-rubios-mad-rush-to-the-right-continues/,"rubio lays out new, hardline position on immigration",0
642,642,https://local.theonion.com/child-at-that-awkward-age-where-no-one-cares-what-he-th-1825414020,child at that awkward age where no one cares what he thinks and he's constantly in the way,0
643,643,https://www.huffingtonpost.com/entry/casting-zionism-as-white-nationalism-is-anti-semitism_us_599683b7e4b033e0fbdec2e2,casting zionism as 'white nationalism' is anti-semitism,0
644,644,https://www.huffingtonpost.com/entry/trump-refugee-admissions_us_5a2ecf0fe4b06e3bccf31026,trump lifts refugee ban but admissions still plummet,0
645,645,https://www.huffingtonpost.com/entry/ted-cruz-carly-fiorina-vice-president_us_5720e23ce4b0f309baef5657,ted cruz will name carly fiorina as his running mate if he wins gop nomination,0
646,646,https://local.theonion.com/man-unsure-how-fellow-diners-got-impression-appetizer-w-1819592731,man unsure how fellow diners got impression appetizer was ordered for table,1
647,647,https://local.theonion.com/oh-area-man-s-aching-back-1819564569,"oh, area man's aching back",1
648,648,https://www.huffingtonpost.com/entry/bernie-sanders-donald-trump_us_5823b640e4b0e80b02cec30b,bernie sanders willing to work with trump (but there's a big if),0
649,649,https://www.huffingtonpost.com/entry/moles-miss-universe_us_5953c254e4b0da2c73203667,woman enters miss universe malaysia after finding beauty in her head-to-toe moles,1
650,650,https://entertainment.theonion.com/cannibal-corpse-blasting-from-papal-apartment-window-1819591857,cannibal corpse blasting from papal apartment window,1
651,651,https://local.theonion.com/area-pie-hole-shut-1819564156,area pie hole shut,1
652,652,https://www.huffingtonpost.com/entry/daily-meditation-divine-dance_us_57292babe4b0bc9cb04511f1,daily meditation: divine dance,0
653,653,https://www.huffingtonpost.com/entry/tiger-terra-natura-spain-zookeeper-killed_us_5778e9ede4b0a629c1aa5b51,tiger attacks and kills zookeeper at an animal park in spain,0
654,654,https://politics.theonion.com/illegal-activity-moved-32-feet-from-shore-1819586589,illegal activity moved 32 feet from shore,1
655,655,https://entertainment.theonion.com/michael-jeffreyton-wishes-screenwriter-had-given-him-mo-1819575641,michael jeffreyton wishes screenwriter had given him more believable name,1
656,656,https://local.theonion.com/woman-in-coffee-shop-judges-a-record-147-people-1819568595,woman in coffee shop judges a record 147 people,1
657,657,https://www.huffingtonpost.com/entry/the-top-10-workout-songs-for-january-2018_us_5a4be79be4b0df0de8b06d90,the top 10 workout songs for january 2018,0
658,658,https://www.huffingtonpost.com/entry/an-open-letter-to-editors-rejecting-metoo-meat14_us_5a0b3b8de4b006523921844f,"an open letter to editors rejecting #metoo, #meat14 submissions by victims",0
659,659,https://www.huffingtonpost.com/entry/north-korean-officials-olympics-closing-ceremony_us_5a924c90e4b01e9e56bc6cfb,protesters mob north korean officials ahead of olympics closing ceremony,0
660,660,https://www.huffingtonpost.comhttp://madamenoire.com/704277/body-changes-2/,20 body changes nobody tells you come before menopause,1
661,661,https://politics.theonion.com/kerry-captures-bin-laden-one-week-too-late-1819587700,kerry captures bin laden one week too late,1
662,662,https://www.huffingtonpost.com/entry/elon-musk-electric-plane_us_561d0de3e4b028dd7ea51447,tesla's elon musk is thinking about designing an electric plane,1
663,663,https://www.theonion.com/area-mom-i-finally-learned-computers-1819588218,area mom: 'i finally learned computers',1
664,664,https://www.huffingtonpost.com/entry/miles-teller-fantastic-four_n_6867824.html,what miles teller wishes he could tell people about 'fantastic four',0
665,665,https://www.huffingtonpost.com/entry/robin-williams-mashup_n_5672130.html,video proof robin williams will always make us laugh,0
666,666,https://www.huffingtonpost.com/entry/this-parody-is-for-every-parent-whose-kid-hated-taking-pics-with-santa_us_585ae3ace4b0eb58648502d2,this parody is for every parent whose kid hated taking pics with santa,0
667,667,https://local.theonion.com/circular-editor-makes-last-minute-call-to-run-fabric-so-1819570363,circular editor makes last-minute call to run fabric softener as top coupon,1
668,668,https://www.huffingtonpost.com/entry/star-wars-commercial_us_5634ed76e4b063179912a0ff,new 'star wars' commercial reveals c-3po's red arm and other secrets,0
669,669,https://www.huffingtonpost.comhttp://therealdeal.com/2016/03/30/hell-without-the-l-how-real-estate-players-are-bracing-for-train-shutdown/,how real estate players are bracing for the l train shutdown,0
670,670,https://local.theonion.com/alcohol-unfairly-blamed-for-local-man-s-impaired-judgme-1819576354,alcohol unfairly blamed for local man's impaired judgment,1
671,671,https://www.theonion.com/nato-airstrike-destroys-key-taliban-day-care-center-1819574796,nato airstrike destroys key taliban day care center,0
672,672,https://www.huffingtonpost.com/entry/supreme-court-immigration-order_us_58530cfce4b0b3ddfd8bd8de,supreme court foreshadows big constitutional ruling in immigration case,0
673,673,https://local.theonion.com/library-to-display-same-tattered-richard-wright-poster-1822625416,library to display same tattered richard wright poster in honor of black history month,1
674,674,https://www.huffingtonpost.com/entry/intuition-or-ego-3-simple_b_5619376.html,intuition or ego? 3 simple steps to reach truth,0
675,675,https://www.theonion.com/deceitful-woman-deviously-alters-appearance-to-give-ill-1819575600,"deceitful woman deviously alters appearance to give illusion of youth, fertility",0
676,676,https://www.theonion.com/facebook-offering-new-profile-frame-to-let-friends-know-1819580416,facebook offering new profile frame to let friends know you stopped scrolling briefly to look at disaster photos and felt sorta bad,1
677,677,https://www.huffingtonpost.com/entry/lena-dunham-planned-parenthood-doctor-halloween_us_562fb504e4b00aa54a4b6788,lena dunham plans to dress as a planned parenthood doctor for halloween,0
678,678,https://www.huffingtonpost.com/entry/joe-biden-says-betsy-devos-title-ix-announcement-is-a-step-in-the-wrong-direction_us_59b1b5e9e4b0354e4410a21e,joe biden has strong words for betsy devos after her title ix announcement,0
679,679,https://entertainment.theonion.com/talk-show-host-takes-brief-break-from-mocking-jessica-s-1819587565,talk-show host takes brief break from mocking jessica simpson to interview her,0
680,680,https://www.huffingtonpost.com/entry/brandon-stansell-boy-goin-nowhere_us_5a5d45dce4b0fcbc3a12bf0d,'california country' singer turns ballad into heartbreaking plea for queer inclusion,0
681,681,https://www.huffingtonpost.com/entry/mccaul-review-trump-executive-order_us_588fd797e4b0c90efeffa738,chairman of house committee on homeland security wants to review trump's refugee order,0
682,682,https://local.theonion.com/family-with-2-hour-layover-sets-up-rough-shantytown-at-1819578487,family with 2-hour layover sets up rough shantytown at airport gate,1
683,683,https://www.huffingtonpost.com/entry/hm-balmain-campain-photo_us_5605758fe4b0dd8503074867,the first h&m x balmain campaign images are finally here,0
684,684,https://www.huffingtonpost.com/entry/faith-leaders-payday-loan-_n_6192736.html,faith leaders join the fight for lower payday loan rates,0
685,685,https://www.huffingtonpost.com/entry/america-ferrera-eva-longoria-golden-globes_us_56930bcfe4b0c8beacf77fe9,america ferrera and eva longoria call out hollywood racism,0
686,686,https://www.huffingtonpost.com/entry/the-noproblem-problem_b_6072774.html,the no-problem problem,0
687,687,https://www.theonion.com/hazing-incident-ends-in-tragic-joining-of-fraternity-1819571431,hazing incident ends in tragic joining of fraternity,0
688,688,https://www.huffingtonpost.com/entry/3-secrets-for-increasing-your-happiness_b_8884996.html,3 secrets for increasing your happiness,0
689,689,https://local.theonion.com/family-knows-better-than-to-fall-for-mom-s-little-bulls-1819577302,family knows better than to fall for mom's little bullshit speech about no presents this year,0
690,690,https://www.huffingtonpost.com/entry/a-queer-book-of-mormon-st_b_10328806.html,'real world' star writes his own (queer) book of mormon story,0
691,691,https://www.theonion.com/tesla-debuts-carless-driver-1822518680,tesla debuts carless driver,1
692,692,https://www.huffingtonpost.com/entry/donald-trump-apology_us_57f80c2ae4b068ecb5de5f33,"hey, donald trump, 'i apologize if anyone was offended' is not an actual apology",0
693,693,https://www.huffingtonpost.com/entry/rudys-america_b_6728398.html,rudy's america,0
694,694,https://www.huffingtonpost.com/entry/wells-fargo-fraud-republicans_us_57e4192be4b0e80b1ba0d583,the infuriating reason wells fargo got away with its massive scam for so long,1
695,695,https://www.huffingtonpost.com/entry/pusha-t-hillary-clinton-campaign-team_us_57ed6139e4b024a52d2dab64,hillary clinton taps pusha t for voter registration drive,0
696,696,https://www.huffingtonpost.com/entry/sears-kmart-drop-trump-home_us_589f7995e4b03df370d6d20c,sears and kmart drop 31 trump home items from their online shops,0
697,697,https://www.huffingtonpost.com/entry/getting-the-facts-right-a_b_6233660.html,getting the facts right about the ferguson grand jury decision,0
698,698,https://entertainment.theonion.com/lindsay-lohans-rehab-stint-off-to-great-start-and-she-s-1819574941,lindsay lohan's rehab stint off to great start—and she's gone,1
699,699,https://www.huffingtonpost.com/entry/actor-nils-hognestad-perf_b_7678082.html,actor nils hognestad performs in front of a live audience on some assembly required,1
700,700,https://www.theonion.com/holocaust-historian-cant-help-imagining-what-random-peo-1819568947,holocaust historian can't help imagining what random people would look like behind barbed-wire fence,1
701,701,https://www.huffingtonpost.com/entry/world-cup-boosts-irans-im_b_5522626.html,world cup boosts iran's image and highlights political sports battles,0
702,702,https://www.huffingtonpost.com/entry/netflix-mindhunter_us_59e797d1e4b00905bdae3dce,how netflix's serial killer drama 'mindhunter' draws from real life,0
703,703,https://www.huffingtonpost.com/entry/bataclan-bomber-frenchman_us_56473fe7e4b06037734932f7,young frenchman identified as possible bomber in attack on bataclan concert hall,0
704,704,https://www.huffingtonpost.com/entry/cyber-monday-2015_us_565c98dee4b08e945febed00,cyber monday 2015 may set a new record,0
705,705,https://politics.theonion.com/new-hampshire-returns-to-obscurity-1819565450,new hampshire returns to obscurity,1
706,706,https://www.theonion.com/man-catches-bad-television-show-going-around-office-1819575837,man catches bad television show going around office,1
707,707,https://politics.theonion.com/trump-campaign-training-poll-watchers-to-spot-any-suspi-1819579362,trump campaign training poll watchers to spot any suspicious skin colors on election day,1
708,708,https://www.huffingtonpost.com/entry/what-i-learned-about-my-career-from-leading-a-double-life_b_7190648.html,what i learned about my career from leading a double life,0
709,709,https://www.huffingtonpost.com/entry/donald-trump-safety-advice-kimmel_us_5a32483ae4b091ca26858397,jimmy kimmel issues psa for angry trump fans planning to burn their maga hats,0
710,710,https://www.huffingtonpost.comhttps://www.thedodo.com/beautiful-moon-death-rhino-1377549327.html?utm_source=HuffPo,sunday night's supermoon was incredible — but deadly for these animals,0
711,711,https://www.huffingtonpost.com/entry/suit-up-3-ways-to-tell-if_b_5889572.html,suit up: 3 ways to tell if your suit fits,0
712,712,https://www.theonion.com/on-line-gambling-too-depressing-to-even-think-about-1819586543,on-line gambling too depressing to even think about,1
713,713,https://www.theonion.com/americans-demand-military-response-after-chinese-shoot-1819568921,americans demand military response after chinese shoot down directv satellite,1
714,714,https://www.huffingtonpost.com/entry/paddleboarder-runs-over-shark_n_5576558.html,look: surfer almost runs over shark with stand-up paddleboard and has no idea,0
715,715,https://www.huffingtonpost.com/entry/ridley-scott-blade-runner-sequel-opening_us_564c8bc6e4b045bf3df1c8cf,ridley scott describes opening scene of 'blade runner' sequel in impressive detail,0
716,716,https://www.huffingtonpost.com/entry/candy-colored-lipstick-best-worst-beauty-list_n_5283325.html,the easiest & cheapest way to update your beauty look,0
717,717,https://www.theonion.com/facebook-algorithm-mortified-it-has-to-deliver-up-so-mu-1823959977,facebook algorithm mortified it has to deliver up so much embarrassing news about own company,1
718,718,https://www.huffingtonpost.com/entry/copyright-is-broken-can-c_b_6657086.html,copyright is broken. can congress fix it?,0
719,719,https://politics.theonion.com/clinton-debunks-rumors-about-health-by-telling-audience-1819579193,clinton debunks rumors about health by telling audience exact day she will die,0
720,720,https://www.huffingtonpost.com/entry/unprecedented-opportuniti_b_6632494.html,unprecedented opportunities: online learning explosion empowers gendiy,0
721,721,https://www.huffingtonpost.com/entry/amber-tamblyn-announces-shes-expecting-a-baby-girl-in-powerful-essay-about-motherhood_us_5810e8a6e4b02b1d9e6437cd,amber tamblyn reveals she's expecting a baby girl in powerful essay about motherhood,0
722,722,https://local.theonion.com/punk-band-has-something-against-local-newscaster-for-so-1819566684,punk band has something against local newscaster for some reason,1
